record_id,field,type,TP,TN,FP,FN,precision,recall,f1,accuracy,jaccard,exact_match,balanced_accuracy,mcc,size_abs_error,true_size,pred_size,gt_empty,pred_empty,excluded_empty_empty,true_value,pred_value
GT_1221__row0017,technique_used,multilabel,0,21,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Pulitura con impacchi o gel,
GT_1221__row0017,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0017,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0018,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0018,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0018,materials_used,multilabel,0,67,0,2,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,2,2,0,0,1,0,"Tessuti e TNT (lino, tela, teli TNT, geotessili, garze)|Adesivi acrilici (Beva e simili)",
GT_1221__row0018,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0018,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0018,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0019,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0019,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0019,materials_used,multilabel,2,66,0,1,1.0,0.6666666666666666,0.8,,0.6666666666666666,0.0,0.8333333333333333,0.8103804155521329,1,3,2,0,0,0,"Gesso e stucchi gessosi|Colle animali (coniglio, bue, colletta)|Colori (acquerelli, tempere, smalti)","Gesso e stucchi gessosi|Colori (acquerelli, tempere, smalti)"
GT_1221__row0019,technique_used,multilabel,2,20,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,Stuccatura / integrazione con malte|Ritocco / velatura / patinatura,Stuccatura / integrazione con malte|Ritocco / velatura / patinatura
GT_1221__row0019,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0019,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0020,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0020,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0020,materials_used,multilabel,0,67,1,1,0.0,0.0,0.0,,0.0,0.0,0.49264705882352944,-0.014705882352941176,0,1,1,0,0,0,"Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)",Resine metacriliche/viniliche
GT_1221__row0020,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Protezione finale / verniciatura
GT_1221__row0020,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0020,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0021,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0021,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0021,materials_used,multilabel,3,66,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,3,3,0,0,0,"Colori (acquerelli, tempere, smalti)|Solventi organici polari (acetone, etilacetato, MEK, DMF, DMSO)|Resine acriliche (Primal, Plexisol, microemulsioni acriliche)","Resine acriliche (Primal, Plexisol, microemulsioni acriliche)|Colori (acquerelli, tempere, smalti)|Solventi organici polari (acetone, etilacetato, MEK, DMF, DMSO)"
GT_1221__row0021,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,Ritocco / velatura / patinatura,Integrazione pittorica / reintegrazione cromatica
GT_1221__row0021,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0021,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0022,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0022,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0022,materials_used,multilabel,2,67,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,Vernici (generiche)|Vernici finali/retoucher (gloss/matt),Vernici (generiche)|Vernici finali/retoucher (gloss/matt)
GT_1221__row0022,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Protezione finale / verniciatura,Protezione finale / verniciatura
GT_1221__row0022,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0022,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0023,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0023,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0023,materials_used,multilabel,0,66,2,1,0.0,0.0,0.0,,0.0,0.0,0.4852941176470588,-0.020951886854752806,1,1,2,0,0,0,Acqua (generica),Soluzioni idroalcoliche|Tensioattivi e detergenti anionici/cationici
GT_1221__row0023,technique_used,multilabel,1,20,1,0,0.5,1.0,0.6666666666666666,,0.5,0.0,0.9761904761904762,0.6900655593423543,1,1,2,0,0,0,Pulitura ad umido / lavaggio,Pulitura chimica|Pulitura ad umido / lavaggio
GT_1221__row0023,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0023,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0024,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0024,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0024,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0024,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1221__row0024,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0024,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0025,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0025,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Opere mobili,
GT_1221__row0025,materials_used,multilabel,0,66,0,3,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,3,3,0,0,1,0,"Biocidi/antimuffa/antivegetativi|Cere (emulsioni cerose, cere ossidate)|Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)",
GT_1221__row0025,technique_used,multilabel,2,20,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,Trattamenti biocidi / disinfestazione|Protezione finale / verniciatura,Trattamenti biocidi / disinfestazione|Protezione finale / verniciatura
GT_1221__row0025,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0025,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0026,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0026,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0026,materials_used,multilabel,1,66,2,0,0.3333333333333333,1.0,0.5,,0.3333333333333333,0.0,0.9852941176470589,0.5687964589945211,2,1,3,0,0,0,"Metalli ferrosi (ferro, acciaio, zincato)","Ferramenta e fissaggi (chiodi, viti, bulloni, tasselli, staffe)|Metalli ferrosi (ferro, acciaio, zincato)|Legno (massello, assito, multistrato, compensati)"
GT_1221__row0026,technique_used,multilabel,0,21,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Interventi strutturali locali (cuci-scuci, cerchiatura, ancoraggi)",
GT_1221__row0026,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0026,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0027,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0027,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Decorazioni dipinte,
GT_1221__row0027,materials_used,multilabel,0,66,1,2,0.0,0.0,0.0,,0.0,0.0,0.4925373134328358,-0.020951886854752806,1,2,1,0,0,0,Soluzioni idroalcoliche|Consolidanti organici (generici),Adesivi/colle (generici)
GT_1221__row0027,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Consolidamento superficiale,Consolidamento superficiale
GT_1221__row0027,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0027,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0028,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0028,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0028,materials_used,multilabel,0,67,2,0,0.0,0.0,0.0,,0.0,0.0,0.4855072463768116,0.0,2,0,2,1,0,0,,"Solventi organici polari (acetone, etilacetato, MEK, DMF, DMSO)|Gel e addensanti (agar, carbopol, cellulose, mucillagini)"
GT_1221__row0028,technique_used,multilabel,2,20,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,"Pulitura chimica|Rimozione di depositi, scialbature o vernici","Pulitura chimica|Rimozione di depositi, scialbature o vernici"
GT_1221__row0028,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0028,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0029,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0029,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Opere mobili,
GT_1221__row0029,materials_used,multilabel,0,66,1,2,0.0,0.0,0.0,,0.0,0.0,0.4925373134328358,-0.020951886854752806,1,2,1,0,0,0,Acqua (generica)|Tensioattivi e detergenti non ionici,Soluzioni idroalcoliche
GT_1221__row0029,technique_used,multilabel,1,19,1,1,0.5,0.5,0.5,,0.3333333333333333,0.0,0.725,0.45,0,2,2,0,0,0,Pulitura meccanica|Pulitura ad umido / lavaggio,Pulitura chimica|Pulitura ad umido / lavaggio
GT_1221__row0029,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0029,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0030,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0030,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0030,materials_used,multilabel,0,67,0,2,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,2,2,0,0,1,0,"Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)|Antitarlo/insetticidi/disinfestazione",
GT_1221__row0030,technique_used,multilabel,1,20,0,1,1.0,0.5,0.6666666666666666,,0.5,0.0,0.75,0.6900655593423543,1,2,1,0,0,0,Trattamenti biocidi / disinfestazione|Sigillature e stilatura giunti,Trattamenti biocidi / disinfestazione
GT_1221__row0030,environmental_issue,multilabel,0,11,1,0,0.0,0.0,0.0,,0.0,0.0,0.4583333333333333,0.0,1,0,1,1,0,0,,attacco xilofago
GT_1221__row0030,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0031,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0031,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Portali/Ingressi,
GT_1221__row0031,materials_used,multilabel,0,64,2,3,0.0,0.0,0.0,,0.0,0.0,0.48484848484848486,-0.03683547343418786,1,3,2,0,0,0,"Adesivi vinilici (Vinavil e simili)|Metalli ferrosi (ferro, acciaio, zincato)|Ferramenta e fissaggi (chiodi, viti, bulloni, tasselli, staffe)","Adesivi acrilici (Beva e simili)|Elementi di rinforzo (barre filettate, microbarre, piastre, profili)"
GT_1221__row0031,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,"Interventi strutturali locali (cuci-scuci, cerchiatura, ancoraggi)",Riadesione / fissaggio pellicola pittorica
GT_1221__row0031,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0031,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0032,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0032,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0032,materials_used,multilabel,1,62,2,4,0.3333333333333333,0.2,0.25,,0.14285714285714285,0.0,0.584375,0.21452908258025827,2,5,3,0,0,0,"Legno (massello, assito, multistrato, compensati)|Cere (emulsioni cerose, cere ossidate)|Colle animali (coniglio, bue, colletta)|Gesso e stucchi gessosi|Stucchi (a base calce/resina/cellulosici)","Stucchi (a base calce/resina/cellulosici)|Pigmenti e terre coloranti|Materiali lapidei (pietra, marmo, ardesia, litotipi)"
GT_1221__row0032,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Stuccatura / integrazione con malte,Stuccatura / integrazione con malte
GT_1221__row0032,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0032,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0033,supporto,multilabel,0,13,1,1,0.0,0.0,0.0,,0.0,0.0,0.4642857142857143,-0.07142857142857142,0,1,1,0,0,0,Decorato,Cartaceo
GT_1221__row0033,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Opere mobili,
GT_1221__row0033,materials_used,multilabel,3,65,1,0,0.75,1.0,0.8571428571428571,,0.75,0.0,0.9924242424242424,0.8594395636904107,1,3,4,0,0,0,Oro/dorature/porporina|Pigmenti e terre coloranti|Vernici (generiche),"Pigmenti e terre coloranti|Oro/dorature/porporina|Colori (acquerelli, tempere, smalti)|Vernici (generiche)"
GT_1221__row0033,technique_used,multilabel,2,20,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,Integrazione pittorica / reintegrazione cromatica|Protezione finale / verniciatura,Integrazione pittorica / reintegrazione cromatica|Protezione finale / verniciatura
GT_1221__row0033,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0033,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0034,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0034,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Opere mobili,
GT_1221__row0034,materials_used,multilabel,2,67,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,"Cere (emulsioni cerose, cere ossidate)|Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)","Cere (emulsioni cerose, cere ossidate)|Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)"
GT_1221__row0034,technique_used,multilabel,0,19,1,2,0.0,0.0,0.0,,0.0,0.0,0.475,-0.06900655593423542,1,2,1,0,0,0,Pulitura meccanica|Protezione finale / verniciatura,Pulitura chimica
GT_1221__row0034,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0034,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0035,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1221__row0035,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Arredi liturgici,
GT_1221__row0035,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Legno (massello, assito, multistrato, compensati)",
GT_1221__row0035,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0035,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1221__row0035,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0001,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0001,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0001,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0001,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Pulitura meccanica
GT_1232__row0001,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0001,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0002,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0002,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0002,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Antitarlo/insetticidi/disinfestazione,
GT_1232__row0002,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Trattamenti biocidi / disinfestazione,Trattamenti biocidi / disinfestazione
GT_1232__row0002,environmental_issue,multilabel,1,11,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,presenza insetti,presenza insetti
GT_1232__row0002,working_issue,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Infestazioni biologiche (tarli),
GT_1232__row0003,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0003,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0003,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0003,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Consolidamento superficiale
GT_1232__row0003,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0003,working_issue,multilabel,1,14,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Sollevamenti della pellicola pittorica,Sollevamenti della pellicola pittorica
GT_1232__row0004,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0004,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Decorazioni dipinte,
GT_1232__row0004,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0004,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1232__row0004,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0004,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0005,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0005,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Opere mobili,
GT_1232__row0005,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0005,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,"Rimozione di depositi, scialbature o vernici",Ritocco / velatura / patinatura
GT_1232__row0005,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0005,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0006,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0006,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Opere mobili,
GT_1232__row0006,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Stucchi (a base calce/resina/cellulosici),
GT_1232__row0006,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Stuccatura / integrazione con malte,Stuccatura / integrazione con malte
GT_1232__row0006,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0006,working_issue,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Decoesione/polverizzazione,
GT_1232__row0007,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0007,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0007,materials_used,multilabel,0,67,0,2,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,2,2,0,0,1,0,"Acqua (generica)|Colori (acquerelli, tempere, smalti)",
GT_1232__row0007,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Ritocco / velatura / patinatura,Ritocco / velatura / patinatura
GT_1232__row0007,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0007,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0008,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0008,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Decorazioni dipinte,
GT_1232__row0008,materials_used,multilabel,1,67,1,0,0.5,1.0,0.6666666666666666,,0.5,0.0,0.9926470588235294,0.7018882096342189,1,1,2,0,0,0,Vernici (generiche),"Vernici (generiche)|Cere (emulsioni cerose, cere ossidate)"
GT_1232__row0008,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,Ritocco / velatura / patinatura,Integrazione pittorica / reintegrazione cromatica
GT_1232__row0008,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0008,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0009,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0009,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0009,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0009,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Protezione finale / verniciatura,Protezione finale / verniciatura
GT_1232__row0009,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0009,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0010,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0010,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Decorazioni dipinte,
GT_1232__row0010,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Vernici finali/retoucher (gloss/matt),
GT_1232__row0010,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Protezione finale / verniciatura,Protezione finale / verniciatura
GT_1232__row0010,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0010,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0011,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0011,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Decorazioni dipinte,
GT_1232__row0011,materials_used,multilabel,0,68,1,0,0.0,0.0,0.0,,0.0,0.0,0.4927536231884058,0.0,1,0,1,1,0,0,,Tensioattivi e detergenti anionici/cationici
GT_1232__row0011,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Pulitura ad umido / lavaggio
GT_1232__row0011,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0011,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0012,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
GT_1232__row0012,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0012,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0012,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Pulitura chimica
GT_1232__row0012,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0012,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1232__row0013,supporto,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,Cartaceo
